"param_index","booster","nrounds","eta","subsample","max_depth","min_child_weight","colsample_bytree","colsample_bylevel","missing"
1024,"gblinear",451,0.0880066876560528,0.892162482719868,6,1.45200725026976,0.557298908010125,0.968931291811168,0
1025,"gblinear",209,0.371425156740455,0.729490814381279,7,1.40960841888625,0.92459088396281,0.66741181332618,0
1026,"gbtree",206,0.995643557795979,0.506346691516228,14,1.21969402919407,0.66702408157289,0.825921233557165,0
1027,"gbtree",210,0.517217159176132,0.906063863774762,12,6.60944169255811,0.966898159123957,0.453254012577236,0
1028,"gbtree",612,0.40912756711658,0.713996893726289,14,1.70473333965971,0.926781654916704,0.459818355925381,0
1029,"gblinear",999,0.218395552657714,0.548833922017366,12,2.22364966711778,0.749769834801555,0.578272727876902,0
1030,"gbtree",145,0.957953355333376,0.710490015568212,14,7.36986780848632,0.230749568529427,0.203832934610546,0
1031,"gblinear",665,0.0387983019581059,0.865532376337796,11,4.51722368031078,0.910006855241954,0.44353429377079,0
1032,"gbtree",617,0.102360837165393,0.529582004877739,6,1.07516597984841,0.934884876385331,0.515245778299868,0
1033,"gblinear",775,0.569221065620986,0.814476519706659,13,1.36849941332375,0.569381540454924,0.954648389294743,0
1034,"gbtree",111,0.132721765354821,0.61659741285257,13,2.95572426264589,0.991109891049564,0.798782412149012,0
1035,"gbtree",273,0.145844967990825,0.72776950779371,8,2.83065156046858,0.994549738243222,0.633249916881323,0
1036,"gbtree",371,0.0504483653058905,0.67977095185779,15,5.12559399142303,0.376427287980914,0.388617751188576,0
1037,"gblinear",354,0.238667516091625,0.534017182420939,15,2.10453083377689,0.504115325026214,0.3467239594087,0
1038,"gblinear",992,0.469328236243836,0.772878255113028,12,2.50415309209514,0.832124567218125,0.797791036590934,0
1039,"gblinear",170,0.0474690626648326,0.55194251134526,6,4.63088639292231,0.440800669416785,0.947788156569004,0
1040,"gblinear",328,0.0510245723925285,0.869965436286293,13,1.7896573848922,0.954295594617725,0.679913581907749,0
1041,"gblinear",469,0.0765942545063518,0.68510451738257,14,4.96852851721126,0.489188063144684,0.315479695051909,0
1042,"gbtree",500,0.555877654185985,0.59722817922011,9,1.55943539124533,0.418547570332885,0.774556210264564,0
1043,"gbtree",246,0.0353161610631071,0.947415023809299,13,5.94698061360411,0.420582816191018,0.228238784894347,0
1044,"gbtree",927,0.400623569097193,0.979563205502927,7,7.24289875009072,0.505597920157015,0.897618099115789,0
1045,"gbtree",109,0.0699401344515662,0.867133233579807,14,1.39082881585674,0.565902150422335,0.621011920087039,0
1046,"gblinear",572,0.0459172707949583,0.502875250647776,9,6.56513745431009,0.735063941404223,0.72773157581687,0
1047,"gbtree",514,0.0315223422360077,0.599751731846482,8,2.34864299159546,0.902166918665171,0.21982565689832,0
1048,"gblinear",239,0.593256613685852,0.911245285067707,9,6.07008128153244,0.889660857059062,0.274613849446178,0
1049,"gbtree",184,0.0617450318338613,0.683306726277806,7,2.56567480883493,0.744482032582164,0.859297586232424,0
1050,"gblinear",68,0.482047517172668,0.705789282917976,7,4.92388172093069,0.715853204578161,0.658558846823871,0
1051,"gbtree",830,0.11280576180219,0.81545870215632,10,6.4518670500759,0.478908784687519,0.222754919156432,0
1052,"gbtree",360,0.169262281304884,0.511194516089745,13,1.61813396084545,0.500174855440855,0.604406882077456,0
1053,"gblinear",946,0.544017788643329,0.54108042025473,9,2.43583292780385,0.469255294837058,0.970058507844806,0
1054,"gblinear",816,0.432660765040433,0.555606850190088,7,2.79125920779191,0.276338312961161,0.701524192467332,0
1055,"gbtree",841,0.183928387087379,0.50378224265296,12,4.11780261902907,0.860705561190844,0.569990648515523,0
1056,"gbtree",282,0.0962582983602717,0.966606075176969,14,1.07724400296566,0.952940160222352,0.354075000621378,0
1057,"gblinear",820,0.107893160618115,0.901118020177819,9,3.35847535221279,0.445775120146573,0.575441625341773,0
1058,"gbtree",119,0.623057337472154,0.856277566635981,6,2.36344076125386,0.448132946714759,0.659168910607696,0
1059,"gblinear",919,0.0492246330846836,0.613540367456153,7,3.36257857545778,0.677354560606182,0.301682090945542,0
1060,"gbtree",55,0.433576921579997,0.5972630266333,13,4.20855574811766,0.40987578574568,0.506916123628616,0
1061,"gbtree",188,0.358600732869902,0.724667852628045,6,7.9211830043251,0.739694895222783,0.669925828650594,0
1062,"gbtree",148,0.576172207587316,0.538769643986598,15,1.67644234397784,0.420185953564942,0.689609058015048,0
1063,"gbtree",789,0.0413967561728896,0.792407409870066,11,7.07004830049259,0.429854503087699,0.702928624488413,0
1064,"gblinear",535,0.0375213161925918,0.92898665368557,6,4.17102587835653,0.906729709543288,0.796438380144536,0
1065,"gbtree",518,0.24484176535619,0.863655566121452,15,1.43148244254983,0.617164166085422,0.788411533460021,0
1066,"gbtree",323,0.20648913671662,0.888427613070235,13,2.42811600095327,0.881945764087141,0.275560920313001,0
1067,"gblinear",557,0.1002579934168,0.859671243000776,12,1.33866028604333,0.622788791544735,0.676660975441337,0
1068,"gbtree",28,0.830592953980754,0.64935666078236,8,1.760140860846,0.434658696129918,0.675289019010961,0
1069,"gbtree",535,0.0958983706520406,0.586863076779991,15,1.78352636832267,0.835779662244022,0.556222489103675,0
1070,"gbtree",355,0.0324106605480031,0.867935555521399,8,2.18921599683768,0.71023326292634,0.690302629210055,0
1071,"gbtree",667,0.531230243578845,0.836552098509856,9,2.54519356878063,0.593762349709869,0.826254078745842,0
1072,"gblinear",341,0.276414765176481,0.639685808680952,8,2.78711160242626,0.997624153271317,0.540336539410055,0
1073,"gbtree",671,0.20477418757723,0.924297111108899,6,2.03902094977089,0.790864309296012,0.529139797389507,0
1074,"gbtree",50,0.137227641304081,0.73973177629523,13,3.96786954826735,0.704912333004177,0.464764742553234,0
1075,"gbtree",492,0.130781975980681,0.583083106204867,9,7.00033419904674,0.940346038900316,0.788451060093939,0
1076,"gblinear",421,0.743626371495129,0.576601765933447,8,6.34451795365822,0.395199115388095,0.284493293613195,0
1077,"gblinear",389,0.0362763464316155,0.846784748020582,10,1.49019531960463,0.271788709796965,0.597948778420687,0
1078,"gbtree",864,0.330292590159405,0.704643114469945,11,1.0658899404582,0.606793661229312,0.871036260947585,0
1079,"gbtree",268,0.057311228047118,0.693450994323939,14,1.32540148414612,0.373665936477482,0.297132815979421,0
1080,"gblinear",33,0.144979164858598,0.671353730955161,15,1.0407752890351,0.710012523084879,0.743809883855283,0
1081,"gbtree",130,0.154453190851642,0.666035217931494,13,1.07672998825765,0.729599493183196,0.288329701498151,0
1082,"gblinear",551,0.172558527167721,0.752913091797382,7,3.20499072984134,0.841071861796081,0.811179424822331,0
1083,"gblinear",366,0.0476095249930343,0.747534043388441,15,3.11413125676196,0.580856271088123,0.657766059413552,0
1084,"gbtree",142,0.882642385311578,0.853080172673799,9,3.13378634619473,0.834505387954414,0.717532286792994,0
1085,"gblinear",881,0.0852597519582705,0.864921981468797,13,2.40161588799911,0.34941616114229,0.298632130399346,0
1086,"gblinear",922,0.0393309959073509,0.678452809108421,14,2.13598262410523,0.587543748319149,0.591096180863679,0
1087,"gbtree",567,0.0412187278718665,0.712577129947022,11,2.46269419953078,0.720711501315236,0.970978255011141,0
1088,"gbtree",824,0.342118183418769,0.745748285320587,6,1.66979383764096,0.292444173619151,0.552843566425145,0
1089,"gblinear",953,0.790127356576232,0.78065857256297,12,3.61851590265073,0.56079960167408,0.334217595495284,0
1090,"gblinear",833,0.0312769801072902,0.560788218281232,9,1.61484966346284,0.67283079624176,0.993771548196673,0
1091,"gbtree",538,0.81233904020299,0.586465623578988,8,1.68194170859563,0.707577899470925,0.906064037047327,0
1092,"gblinear",919,0.0579652472373656,0.77450349193532,12,2.28781741918382,0.648132236301899,0.865120447985828,0
1093,"gbtree",592,0.262509703426339,0.922089854604565,6,7.35344592129234,0.328192809224129,0.470995451882482,0
1094,"gbtree",18,0.22428978497609,0.768977217492647,6,2.22727259240386,0.917042766697705,0.454929317906499,0
1095,"gbtree",43,0.316077227976953,0.885745146777481,7,1.48563325423801,0.774070444516838,0.542784976400435,0
1096,"gbtree",207,0.952386844718579,0.875287294504233,11,3.25635708203682,0.805277171544731,0.949189229868352,0
1097,"gblinear",862,0.419379437380849,0.71268458222039,9,2.18485558331766,0.346638567186892,0.269191469997168,0
1098,"gblinear",168,0.243375245788961,0.517966764280573,7,2.85057664922609,0.419239227101207,0.870057022571564,0
1099,"gblinear",658,0.729884104396091,0.943370533641428,11,6.55772785605466,0.712834555096924,0.264432540163398,0
1100,"gbtree",989,0.248344961959652,0.606245535425842,10,1.44256539449968,0.396121947094798,0.713956285826862,0
1101,"gblinear",779,0.169930807983614,0.676811259123497,7,5.18340750096538,0.229173096828163,0.452077694050968,0
1102,"gbtree",315,0.115586438723873,0.9713335292181,10,6.691433105521,0.541036279313266,0.263106600567699,0
1103,"gblinear",739,0.374210172047808,0.511173793231137,15,1.14265487053739,0.950042963586748,0.741709813661873,0
1104,"gbtree",540,0.0778605476278456,0.740527427522466,15,2.43605531780732,0.424731970392168,0.294495013728738,0
1105,"gblinear",746,0.292376479430098,0.95527176966425,8,6.0590726898233,0.882503047026694,0.244344174675643,0
1106,"gblinear",931,0.0380111155132441,0.70536481612362,7,2.68084721505593,0.470828891545534,0.999251075275242,0
1107,"gblinear",182,0.352827251465163,0.66285559698008,12,5.74731221353949,0.830081290751696,0.828112860769034,0
1108,"gblinear",727,0.103669068823391,0.660100463661365,12,2.49678826900375,0.619121654704213,0.325051874853671,0
1109,"gbtree",757,0.0816841850176899,0.92063701513689,6,1.01113620011384,0.771420868672431,0.232633330486715,0
1110,"gblinear",226,0.521220827749885,0.830808905302547,10,1.27464439496202,0.48396663647145,0.247744732908905,0
1111,"gbtree",317,0.326607070844264,0.642767937388271,12,2.33820091415505,0.422356725670397,0.734876990132034,0
1112,"gbtree",128,0.248427661282861,0.662584035424516,13,4.08358944031197,0.901637472212315,0.707387016899884,0
1113,"gbtree",807,0.123695466754602,0.978877916000783,13,4.54843817298641,0.52648001704365,0.946952299401164,0
1114,"gbtree",573,0.0953979290685312,0.53813658549916,10,2.74692739618667,0.651812236383557,0.739761194400489,0
1115,"gbtree",673,0.215114902988518,0.645305885118432,14,2.27134820067886,0.413990533724427,0.592011189833283,0
1116,"gbtree",973,0.342915139714726,0.812440622714348,9,6.01716831094786,0.736656461656094,0.485607421584427,0
1117,"gbtree",64,0.0449784819523669,0.967194786062464,13,2.04970298303015,0.474128269031644,0.839581274613738,0
1118,"gblinear",261,0.0372677252172326,0.641657709027641,12,2.02654419774809,0.32304475735873,0.306771500408649,0
1119,"gbtree",904,0.769811881419478,0.766525590792298,13,1.5429902286067,0.381877828389406,0.469603024236858,0
1120,"gblinear",773,0.0507969256511939,0.714028363232501,15,7.68700416444926,0.494184933230281,0.596531489491463,0
1121,"gblinear",291,0.133238107951003,0.700579779804684,14,4.99347205589654,0.513985105417669,0.235609360598028,0
1122,"gbtree",703,0.0512465544963455,0.643186383531429,6,6.85099378347847,0.565872641094029,0.964306895621121,0
1123,"gbtree",765,0.140285641240354,0.71465843601618,12,4.14830789229679,0.5259276824072,0.597368231788278,0
1124,"gbtree",975,0.868529023373991,0.988021154073067,7,3.01651891018986,0.799526118114591,0.308413631655276,0
1125,"gbtree",4,0.0377698336195559,0.551274171215482,7,3.72773080874212,0.458702542819083,0.970919095538557,0
1126,"gblinear",29,0.400092010242501,0.857560699805617,8,2.77708194810591,0.615553624369204,0.639207644946873,0
1127,"gblinear",800,0.105786100328676,0.911638802732341,15,1.39508522060624,0.99169180393219,0.713329080864787,0
1128,"gblinear",894,0.990954907698787,0.691605703555979,10,3.83729565816726,0.530932978354394,0.588553773611784,0
1129,"gbtree",314,0.0972496097484461,0.543710038997233,7,1.7461838123776,0.855457773990929,0.500196568667889,0
1130,"gblinear",770,0.0390209114205663,0.753914083004929,11,3.72725889894728,0.743517713062465,0.867611088044941,0
1131,"gblinear",227,0.376844806204002,0.582103157532401,14,4.16425444390802,0.487311826646328,0.758108535595238,0
1132,"gblinear",191,0.0864620463457618,0.837337875971571,11,1.9966515407284,0.997423068992794,0.529190863482654,0
1133,"gbtree",390,0.180524272894451,0.834488705848344,6,3.25845742119981,0.735722649842501,0.235230905935168,0
1134,"gbtree",208,0.49704835351022,0.806839220807888,6,1.83201207565674,0.657307382300496,0.619147781282663,0
1135,"gbtree",662,0.0815429148798824,0.63909705542028,9,3.10606082367414,0.462302618287504,0.277786022052169,0
1136,"gbtree",343,0.899973123872829,0.661155384615995,6,4.51950508117964,0.96026565041393,0.58873987775296,0
1137,"gblinear",27,0.672939384320453,0.848301521851681,13,3.74787889259338,0.254924623854458,0.539177941344678,0
1138,"gbtree",231,0.228847640354566,0.918392146471888,11,6.94991586319595,0.595784271135926,0.62672830671072,0
1139,"gblinear",895,0.355432650618282,0.601828877232037,7,7.63978580115764,0.357864829339087,0.930731527134776,0
1140,"gbtree",762,0.143472100611333,0.538150841719471,15,7.81779155136134,0.393223144859076,0.798018679395318,0
1141,"gbtree",107,0.97505744323811,0.633012293372303,8,1.48841012158469,0.487357606738806,0.948391692526638,0
1142,"gbtree",6,0.0437715741593303,0.972302856040187,14,3.45188867238293,0.553830022551119,0.261247465759516,0
1143,"gblinear",60,0.23369255426212,0.925902777700685,9,4.73841354645945,0.764441007189453,0.817365936003625,0
1144,"gbtree",594,0.164116357000932,0.677426623995416,12,6.66105480360168,0.792706522718072,0.799566983059049,0
1145,"gbtree",166,0.083460252483799,0.642710249405354,13,1.22776083425979,0.869799339585006,0.663077664002776,0
1146,"gbtree",554,0.17265919088254,0.965862372424453,15,2.06116429078194,0.23376930039376,0.655630644224584,0
1147,"gbtree",743,0.141982544171376,0.670435432344675,11,3.16017409792861,0.633443744108081,0.33210474550724,0
1148,"gbtree",874,0.328333588653182,0.74502567469608,14,2.1995064248754,0.961842467263341,0.612672322057188,0
1149,"gblinear",835,0.810069903711122,0.660751274321228,12,1.73404130815729,0.356587376073003,0.776696358062327,0
1150,"gbtree",912,0.137079835332101,0.779181407764554,15,3.43524417838733,0.536856662109494,0.314790930040181,0
1151,"gblinear",411,0.0816840516091171,0.641394547186792,14,2.28487559424034,0.886987136863172,0.637959295511246,0
1152,"gbtree",558,0.303348004710817,0.678862092434429,12,7.85328897549952,0.472468390129507,0.916525089368224,0
1153,"gbtree",157,0.225248369261534,0.604668864747509,8,5.68239375545014,0.675078921020031,0.376545633748174,0
1154,"gbtree",503,0.191421723592792,0.879518590634689,12,6.56127357490809,0.590464746579528,0.434298922121525,0
1155,"gblinear",516,0.208216093175041,0.779248372302391,10,1.92219110948422,0.76414205674082,0.624159589596093,0
1156,"gblinear",323,0.526287778621777,0.757935855304822,7,1.22278773917211,0.510707103461027,0.228507256135345,0
1157,"gblinear",252,0.0901381797696687,0.849570626625791,6,4.24556003581397,0.959240619651973,0.203459552675486,0
1158,"gbtree",229,0.0622975031216334,0.663214456872083,8,3.05021399690111,0.733068187721074,0.941016652435064,0
1159,"gblinear",151,0.191313912872063,0.796195372706279,6,2.05027953835221,0.882927123643458,0.380808302946389,0
1160,"gbtree",756,0.0403232295575335,0.777657110360451,10,1.92624185774548,0.413046978227794,0.892870987206698,0
1161,"gblinear",89,0.052701545098374,0.677686130511574,15,3.34611062554527,0.876114840246737,0.245868471264839,0
1162,"gblinear",532,0.267839799087368,0.951539678499103,8,5.47222511979059,0.885525846853852,0.639525311812758,0
1163,"gblinear",44,0.0756784055366238,0.985043380525894,13,4.32277373738478,0.591491166315973,0.216468450240791,0
1164,"gblinear",588,0.611836510721334,0.720000386703759,8,3.22550759680993,0.576135526783764,0.794102205708623,0
1165,"gbtree",236,0.0350583762204214,0.684696502517909,8,5.21135625912025,0.425317060947418,0.932351375930011,0
1166,"gblinear",773,0.448800070854973,0.679913090541959,11,4.79284754366932,0.952215790562332,0.799004486948252,0
1167,"gblinear",184,0.273300227757641,0.654006648459472,7,4.41566507792769,0.206792263872921,0.901855962723494,0
1168,"gblinear",226,0.0882694441216834,0.50046271760948,15,6.27626197953994,0.416425824910402,0.265106333233416,0
1169,"gblinear",337,0.195250693923713,0.812198050552979,13,3.60343060089686,0.817101179622114,0.830312912352383,0
1170,"gblinear",637,0.854716435175069,0.622834820998833,7,1.10696543402727,0.836134426482022,0.915092515200377,0
1171,"gblinear",719,0.253917606858,0.669215948320925,12,3.11341970125439,0.515990956313908,0.649135943688452,0
1172,"gbtree",347,0.0806057117096469,0.795275251264684,15,7.59261475443595,0.45984895452857,0.956742650084198,0
1173,"gbtree",153,0.403183950109666,0.975185789866373,8,1.03167622060721,0.788488712161779,0.615467123501003,0
1174,"gblinear",806,0.87372990624059,0.701868591597304,14,4.24760238243113,0.596452258527279,0.771838800609112,0
1175,"gblinear",718,0.0685900608042078,0.716734691639431,14,1.77627129901927,0.713681016303599,0.555168238282204,0
1176,"gbtree",588,0.0702154110516883,0.566646111081354,9,1.24305473291341,0.950063806213439,0.63782692681998,0
1177,"gblinear",219,0.247605979695464,0.816403415054083,12,1.21083622603381,0.894788132607937,0.74718585498631,0
1178,"gblinear",703,0.0457736776661189,0.938976221368648,13,2.58034284879605,0.832206433452666,0.957160927914083,0
1179,"gblinear",126,0.391287869279731,0.996351165813394,11,1.60490443884987,0.605117328837514,0.812113453447819,0
1180,"gblinear",208,0.617477845434669,0.560674887383357,9,5.55340840079086,0.540430214256048,0.614095656014979,0
1181,"gbtree",892,0.848312587928071,0.527256630477495,8,1.28460280932491,0.634715154021978,0.80645570922643,0
1182,"gblinear",389,0.0382505110043953,0.541508907917887,14,2.6487384320456,0.985450112633407,0.76142478082329,0
1183,"gbtree",155,0.228823614993578,0.680936672259122,13,1.38819253798988,0.817173880338669,0.708889143541455,0
1184,"gblinear",261,0.324492997288404,0.618961849249899,15,1.0434206127862,0.981616088934243,0.495555791258812,0
1185,"gblinear",44,0.0517094158195537,0.504794446285814,6,2.483965723961,0.384881373681128,0.290358725190163,0
1186,"gbtree",642,0.818871489127579,0.906243017758243,9,4.96011318139009,0.526088348776102,0.576564026251435,0
1187,"gblinear",543,0.0978609652802004,0.562020995188504,11,5.41626584275907,0.79683868419379,0.778762502036989,0
1188,"gbtree",553,0.164217973371954,0.674012485775165,8,2.12394910806675,0.818808353506029,0.656792084686458,0
1189,"gblinear",476,0.726180202839394,0.94097144913394,11,2.43319112454733,0.881565331853926,0.603484694287181,0
1190,"gblinear",513,0.658169824544234,0.769490220933221,9,1.40918303773715,0.794688613153994,0.476255672611296,0
1191,"gbtree",995,0.0820390685259736,0.633410737034865,7,2.70221353570505,0.494398863054812,0.359328957460821,0
1192,"gblinear",83,0.35808056999461,0.617069906904362,6,1.12814652996984,0.739980783127248,0.403289564326406,0
1193,"gblinear",160,0.22494780243665,0.669335435843095,8,3.44811458525617,0.289789954759181,0.931471691653132,0
1194,"gblinear",474,0.302593655004443,0.829120286041871,13,6.85168046208505,0.771898996829987,0.687328758090735,0
1195,"gbtree",286,0.543787722323882,0.549087288789451,8,4.03695968904705,0.274190133996308,0.636029424518347,0
1196,"gbtree",744,0.22548571661937,0.986373360734433,15,1.24119999288895,0.34970877468586,0.813018213026226,0
1197,"gbtree",217,0.453170149445992,0.517517858999781,13,5.95524849715092,0.32163953576237,0.740738780610263,0
1198,"gblinear",173,0.338710507892411,0.889229180058464,10,6.13672935323174,0.225536871701479,0.727602138929069,0
1199,"gbtree",485,0.246602988773575,0.705654900404625,6,2.25226778743757,0.409299671091139,0.64120379704982,0
1200,"gbtree",897,0.188373416340291,0.805203361902386,12,5.59923877647568,0.425519508309662,0.208204777911305,0
1201,"gbtree",50,0.258301512242345,0.713054122519679,8,1.0508202976508,0.476508136279881,0.688449953496456,0
1202,"gbtree",857,0.0391674885041516,0.78085940820165,11,2.8074118423191,0.485262377746403,0.637787087075412,0
1203,"gbtree",967,0.0379556402607003,0.544869870645925,8,5.29244999523308,0.634426566585898,0.889037837460637,0
1204,"gbtree",668,0.08817871724352,0.584236538503319,12,4.67970296389473,0.683831901662052,0.91765782982111,0
1205,"gbtree",312,0.288366559567111,0.539868006715551,14,1.03225851665922,0.300940470956266,0.422515380568802,0
1206,"gbtree",246,0.223009239377129,0.505223216605373,9,1.22246912596949,0.620196632668376,0.500380926020443,0
1207,"gblinear",54,0.309119863449837,0.57552020996809,11,5.73733735007645,0.492861430905759,0.46026398409158,0
1208,"gbtree",362,0.0643572782212829,0.966343985754065,14,4.61991174243487,0.931991401687265,0.417378326319158,0
1209,"gblinear",533,0.0804710578713714,0.780385803314857,8,3.31571883010667,0.759628445468843,0.721503219567239,0
1210,"gbtree",598,0.0539693574124188,0.514744600630365,6,2.29664431909349,0.514180409163237,0.560218555852771,0
1211,"gbtree",691,0.332026314039875,0.556395262130536,6,1.13071390901909,0.414921355806291,0.526976278610528,0
1212,"gblinear",921,0.0334575992648619,0.989254035172053,15,6.41857087581085,0.228134714253247,0.511509854532778,0
1213,"gbtree",115,0.843824994118849,0.65383823600132,9,4.52711071533811,0.77888510376215,0.411956110782921,0
1214,"gblinear",963,0.383948670543951,0.929340693401173,7,3.54331240322188,0.488997736014426,0.257639373280108,0
1215,"gblinear",293,0.0415903057316264,0.851926626637578,13,2.97232624646246,0.534116075374186,0.294491176307201,0
1216,"gblinear",415,0.910109307356637,0.655851905001327,9,1.26553362455033,0.931530079245567,0.223350083269179,0
1217,"gblinear",307,0.103839959464628,0.945872034528293,12,1.61390954870706,0.593893670849502,0.620128206908703,0
1218,"gbtree",510,0.175565470992219,0.931819995981641,14,6.51684831714317,0.652208367362618,0.956976758874953,0
1219,"gblinear",4,0.0481436145467785,0.761559264734387,9,4.09578347034974,0.264874503947794,0.283040813915432,0
1220,"gbtree",2,0.0463877497091717,0.875903955777176,14,4.04092149197281,0.204396147094667,0.816437667794526,0
1221,"gbtree",875,0.377505784444087,0.819532815716229,12,3.33854664580011,0.50880409181118,0.843793026916683,0
1222,"gbtree",745,0.0362488549727213,0.867260365514085,13,1.62704175469867,0.271153301745653,0.489384914748371,0
1223,"gbtree",393,0.19981658148356,0.88847651774995,7,2.1707610941639,0.533857019431889,0.889757422357798,0
1224,"gblinear",373,0.0420630057226452,0.505650600302033,15,1.6439104482786,0.790577359125018,0.360650742053986,0
1225,"gblinear",918,0.0627074493365907,0.696226939675398,12,1.47078435630388,0.299429934099317,0.653475041873753,0
1226,"gbtree",178,0.0610707197461282,0.843525074538775,11,3.79867359346991,0.257721030339599,0.210683828778565,0
1227,"gblinear",275,0.0821990829261543,0.924129718448967,12,1.28423461275836,0.68188775703311,0.673808948509395,0
1228,"gblinear",961,0.0599723262395156,0.908985585789196,11,4.4213122913269,0.972148395329714,0.298618519864976,0
1229,"gbtree",12,0.167623995900963,0.641351965372451,10,4.3580424888869,0.206745741330087,0.382465447112918,0
1230,"gbtree",979,0.540462883489368,0.727181617869064,7,1.40431624504199,0.627816934324801,0.334386005438864,0
1231,"gblinear",174,0.132451370998241,0.843397690332495,11,1.10710219656238,0.810451630316675,0.755244830995798,0
1232,"gbtree",980,0.103466360193551,0.573244925588369,12,1.36201284125533,0.700417852587998,0.527516020461917,0
1233,"gbtree",38,0.72751395548708,0.518475547200069,12,1.81035544514602,0.363568304292858,0.81729580424726,0
1234,"gblinear",907,0.126992956124063,0.993611965794116,8,4.82095910284475,0.378770900890231,0.809605663642287,0
1235,"gblinear",101,0.086484596950271,0.758173714741133,7,1.61103582557342,0.530097688362002,0.424036220647395,0
1236,"gbtree",916,0.0321424584712256,0.851485436083749,11,2.72642679227842,0.583284429274499,0.809394805878401,0
1237,"gblinear",645,0.314067244915515,0.973965229000896,11,1.17310803568894,0.554759072326124,0.320924010500312,0
1238,"gbtree",785,0.65119549089509,0.828375276876613,9,2.74682387779392,0.667907293885946,0.637212966755033,0
1239,"gbtree",168,0.571928917109139,0.788351610302925,6,1.94416927157937,0.559894391521812,0.865590549632907,0
1240,"gblinear",721,0.228990263235143,0.747783637023531,8,2.58837315035827,0.505236759595573,0.34529682379216,0
1241,"gbtree",807,0.188909412517819,0.716813828679733,10,6.04156988900121,0.428693174757063,0.629881037585437,0
1242,"gblinear",764,0.658128688675701,0.595064270310104,10,4.77807783140086,0.420035391300917,0.973794146627188,0
1243,"gblinear",589,0.0906130409047989,0.6614601877518,11,5.11240292650034,0.679496596753597,0.318072387389839,0
1244,"gbtree",493,0.0581779824477639,0.54835202684626,14,2.44710896901506,0.844631227105856,0.449001977592707,0
1245,"gblinear",483,0.256637093290767,0.552161277853884,11,1.11727833184759,0.227103857696056,0.635210444964468,0
1246,"gblinear",201,0.516425510364578,0.898955698590726,10,1.14145725436396,0.39962778519839,0.523509468138218,0
1247,"gbtree",170,0.10368078592955,0.890725367353298,14,1.06513940991425,0.783529587835073,0.29841296877712,0
1248,"gblinear",565,0.0319902458077362,0.973761313362047,9,1.71926518754088,0.831417756155133,0.506441360712051,0
1249,"gblinear",167,0.0856381740889307,0.785006989724934,7,1.97355940040634,0.948758673295379,0.72567898966372,0
1250,"gblinear",109,0.0346784774877826,0.88945136568509,12,2.03244512562537,0.670740906707943,0.751125286705792,0
1251,"gblinear",17,0.115913300721368,0.735130762215704,11,1.67581614646715,0.647569170221686,0.723221657052636,0
